EmployeeID,FirstName,LastName,Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,ExperienceLevel,Salary_Capped,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating,ReviewYear,RatingGap,YearWeight,X_WorkLifeBalance,X_EnvironmentSatisfaction,X_JobSatisfaction,X_RelationshipSatisfaction,X_TrainingOpportunitiesTaken,X_EngagementRate,T_JobSatisfaction,T_WorkLifeBalance,T_ManagerRating,Experience_SEM
8EBD-B3E8,Sutherland,Kick,Male,25,Some Travel,Technology,14,IL,Black,High School,Computer Science,Software Engineer,Single,40079,0,Yes,2018-11-12,No,4,3,4,1,Mid,40079.0,2016-05-09,3,4,3,2,1,3,4,3,2016,-1,4,3.4285714285714284,3.4285714285714284,3.5714285714285716,2.5714285714285716,0.5714285714285714,2.7142857142857144,0.9999999999999997,-0.9999999999999997,-0.9999999999999997,2.7142857142857144
8ED3-4377,Giusto,Raynes,Male,30,Some Travel,Technology,33,CA,White,Bachelors,Computer Science,Software Engineer,Single,78743,0,No,2013-04-09,No,9,2,7,4,Mid,78743.0,2022-02-10,5,3,4,2,0,2,3,3,2022,0,10,2.7551020408163267,4.224489795918367,3.7551020408163267,3.0408163265306123,0.6122448979591837,2.877551020408163,0.07142857142857145,-0.17857142857142852,-0.03571428571428569,2.877551020408163
8EE9-E86D,Conn,Mouser,Male,46,Some Travel,Human Resources,45,IL,White,Bachelors,Human Resources,Recruiter,Divorced,48740,3,Yes,2012-05-20,Yes,10,8,9,6,Senior,48740.0,2022-02-03,4,1,3,1,1,1,4,4,2022,0,10,3.0,3.8727272727272726,2.981818181818182,2.8,1.2,2.770909090909091,-0.2787878787878789,-0.2,0.006060606060606054,2.770909090909091
8EF9-CECD,Mendy,Hounsom,Male,23,Some Travel,Technology,35,IL,White,Bachelors,Computer Science,Data Scientist,Single,28704,0,No,2019-08-28,No,3,3,3,1,Mid,28704.0,2022-01-08,4,3,3,3,1,3,4,3,2022,-1,10,3.9473684210526314,3.526315789473684,3.9473684210526314,3.473684210526316,0.5263157894736842,3.0842105263157897,-1.9999999999999993,-1.9999999999999993,0.9999999999999997,3.0842105263157897
8F38-A4DD,Rosemonde,Brimble,Female,27,No Travel,Technology,25,CA,White,Bachelors,Computer Science,Software Engineer,Single,27369,0,No,2016-11-29,No,6,4,6,3,Mid,27369.0,2022-03-20,3,4,3,3,1,5,4,4,2022,0,10,3.8529411764705883,2.7058823529411766,2.5294117647058822,3.3529411764705883,0.5294117647058824,2.5941176470588236,0.19999999999999993,0.7,5.613212389875622e-17,2.5941176470588236
8F78-4A32,Sigismundo,Durtnel,Male,25,No Travel,Technology,12,NY,Black,Bachelors,Information Systems,Data Scientist,Single,31962,0,No,2015-03-14,No,7,2,7,4,Mid,31962.0,2022-09-11,3,5,5,3,0,5,3,3,2022,0,10,4.075,3.45,3.975,3.825,1.15,3.2949999999999995,-0.10000000000000003,0.29999999999999993,-0.19999999999999998,3.2949999999999995
8F7F-015D,Lion,Ewbanck,Male,28,Some Travel,Technology,43,IL,White,Masters,Information Systems,Engineering Manager,Married,249071,2,No,2015-08-24,No,7,5,5,6,Senior,249071.0,2022-10-28,5,3,4,2,1,5,5,4,2022,-1,10,3.5,4.625,2.825,2.85,1.0,2.96,0.09999999999999988,0.4,0.20000000000000004,2.96
8FB2-4CE0,Kurtis,Plane,Male,27,Some Travel,Technology,14,IL,White,Masters,Computer Science,Data Scientist,Single,37545,0,No,2016-12-06,Yes,2,1,1,1,Junior,37545.0,2022-02-19,5,2,3,3,2,5,5,5,2022,0,10,3.8181818181818183,4.345454545454546,3.727272727272727,3.0545454545454547,1.0,3.189090909090909,0.01818181818181814,0.27878787878787886,0.20606060606060608,3.189090909090909
8FD9-AA59,Faina,Bewshaw,Non-Binary,26,Frequent Traveller,Sales,14,IL,Mixed,Masters,Marketing,Sales Executive,Divorced,71349,2,No,2014-06-20,Yes,7,2,2,1,Mid,71349.0,2022-03-30,3,3,4,2,3,3,3,2,2022,-1,10,2.672727272727273,4.072727272727272,2.6,4.127272727272727,1.2,2.9345454545454546,-0.06666666666666667,0.11515151515151516,0.0181818181818182,2.9345454545454546
8FF0-0F7A,Nanine,Barrie,Female,26,No Travel,Technology,18,CA,Mixed,Masters,Information Systems,Engineering Manager,Divorced,153420,2,Yes,2015-08-10,No,7,5,5,7,Senior,153420.0,2022-05-29,3,3,3,1,1,4,4,3,2022,-1,10,3.325,4.0,3.4,3.6,0.825,3.03,8.151460909940802e-17,-0.3,-0.10000000000000007,3.03
9071-14B2,Griffie,Bugge,Male,31,Some Travel,Technology,25,CA,Black,Bachelors,Business Studies,Machine Learning Engineer,Single,157676,0,No,2019-08-07,No,3,0,2,1,Junior,157676.0,2022-04-10,4,5,5,1,0,2,5,4,2022,-1,10,2.0,4.0,4.526315789473684,3.5789473684210527,0.47368421052631576,2.9157894736842107,0.9999999999999997,0.0,1.9999999999999993,2.9157894736842107
9075-A294,Colby,Yakebowitch,Male,27,No Travel,Sales,17,IL,Asian,Masters,Marketing,Sales Executive,Married,71832,1,No,2016-05-23,No,6,6,6,1,Senior,71832.0,2022-09-02,4,3,2,1,0,5,3,3,2022,0,10,4.294117647058823,3.2941176470588234,2.735294117647059,2.676470588235294,0.4411764705882353,2.6882352941176473,-0.09999999999999996,0.2999999999999999,0.29999999999999993,2.6882352941176473
9085-1FE8,Fan,Pizey,Female,35,Some Travel,Technology,32,NY,Mixed,High School,Business Studies,Data Scientist,Married,119917,1,Yes,2012-05-15,No,10,5,7,4,Senior,119917.0,2022-09-27,2,2,2,2,2,4,5,5,2022,0,10,3.576923076923077,3.3846153846153846,3.5384615384615383,3.230769230769231,1.1538461538461537,2.9769230769230766,-0.261904761904762,0.09523809523809526,0.09523809523809525,2.9769230769230766
90C4-1053,Diann,Brightie,Female,20,Some Travel,Technology,3,CA,White,No Formal Qualifications,Information Systems,Machine Learning Engineer,Married,41342,1,Yes,2020-07-16,No,2,1,1,2,Junior,41342.0,2022-06-17,3,5,4,2,1,3,3,2,2022,-1,10,3.0,3.0,5.0,4.0,1.0,3.2,0.0,0.0,0.0,3.2
90EB-28D4,Veronique,Tremelling,Female,24,Frequent Traveller,Sales,29,CA,Black,No Formal Qualifications,Economics,Sales Representative,Single,26608,0,No,2017-09-12,No,5,0,3,1,Junior,26608.0,2022-07-08,3,2,3,3,1,3,3,2,2022,-1,10,3.3333333333333335,3.2962962962962963,2.3333333333333335,2.962962962962963,1.2962962962962963,2.644444444444445,-4.886831086417666e-17,-4.886831086417666e-17,-1.0,2.644444444444445
90EB-69E4,Devan,Ellice,Female,23,Some Travel,Technology,31,CA,Asian,Bachelors,Computer Science,Data Scientist,Single,49543,0,No,2018-12-28,No,4,3,3,1,Mid,49543.0,2022-10-11,5,2,4,3,0,2,3,3,2022,0,10,3.4210526315789473,4.526315789473684,2.473684210526316,4.473684210526316,0.47368421052631576,3.0736842105263156,-0.9999999999999997,-2.9999999999999996,-0.9999999999999997,3.0736842105263156
9112-D01B,Emmie,Lauchlan,Female,50,Some Travel,Sales,23,CA,White,Bachelors,Marketing,Manager,Married,266449,1,Yes,2020-05-27,No,2,1,2,2,Junior,266449.0,2022-12-08,5,2,2,3,1,5,5,4,2022,-1,10,5.0,5.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0
9169-FC4B,Reinaldos,Baynes,Male,28,Some Travel,Human Resources,18,CA,Pacific Islander,High School,Economics,HR Executive,Married,179561,1,No,2012-05-09,Yes,1,0,0,1,Junior,179561.0,2022-05-19,3,5,3,3,1,5,3,2,2022,-1,10,3.581818181818182,3.418181818181818,3.418181818181818,3.2,0.5818181818181818,2.84,-0.05454545454545454,0.05454545454545456,-0.03636363636363639,2.84
91C6-564B,Thain,Pedri,Male,21,Some Travel,Technology,7,CA,White,Bachelors,Computer Science,Data Scientist,Married,40561,1,No,2019-10-09,No,3,3,3,1,Mid,40561.0,2018-06-01,3,3,3,1,1,3,5,5,2018,0,6,3.0,3.0,3.0,3.0,1.0,2.6,0.0,0.0,0.0,2.6
920B-7B40,Berkly,Bellson,Male,26,Some Travel,Technology,22,CA,Asian,Bachelors,Information Systems,Software Engineer,Married,52390,1,Yes,2015-04-21,No,7,4,5,3,Mid,52390.0,2022-04-22,4,2,2,3,1,3,4,4,2022,0,10,3.775,3.4,3.3,3.175,0.825,2.8949999999999996,-0.39999999999999997,-0.09999999999999999,-0.10000000000000009,2.8949999999999996
924E-1035,Scot,Gamlen,Male,23,Some Travel,Sales,26,NY,Pacific Islander,High School,Marketing,Sales Executive,Single,58345,0,Yes,2017-01-19,No,5,4,4,4,Mid,58345.0,2022-04-23,4,3,5,1,2,4,3,2,2022,-1,10,3.235294117647059,3.9705882352941178,3.676470588235294,3.8529411764705883,1.0294117647058822,3.1529411764705886,-0.4999999999999999,-0.1,-0.9999999999999997,3.1529411764705886
9283-E971,Meredith,Hansod,Female,40,Frequent Traveller,Sales,30,NY,Asian,Masters,Marketing,Sales Executive,Married,250555,1,Yes,2018-03-19,No,4,4,4,2,Mid,250555.0,2022-08-13,5,4,4,1,1,4,5,4,2022,-1,10,3.074074074074074,4.407407407407407,3.740740740740741,3.740740740740741,1.0,3.192592592592592,0.9999999999999993,0.9999999999999997,0.0,3.192592592592592
9360-3A68,Cathyleen,Hallin,Female,27,No Travel,Technology,12,IL,White,Bachelors,Information Systems,Data Scientist,Single,41524,0,No,2015-11-12,No,7,6,6,6,Senior,41524.0,2022-11-20,3,3,3,3,1,4,5,5,2022,0,10,3.375,3.325,3.5,3.15,1.325,2.9349999999999996,-0.4,-0.09999999999999995,0.39999999999999997,2.9349999999999996
9385-321B,Marcille,Tweedy,Female,24,Some Travel,Sales,34,CA,White,No Formal Qualifications,Economics,Sales Executive,Single,107634,0,No,2019-09-15,No,3,2,2,2,Mid,107634.0,2019-05-02,5,5,4,3,2,3,3,2,2019,-1,7,3.0,5.0,3.6153846153846154,4.0,1.0769230769230769,3.3384615384615386,2.9999999999999996,0.0,-0.9999999999999997,3.3384615384615386
939F-2461,Grantham,Sandercock,Male,28,Some Travel,Technology,17,IL,White,Bachelors,Information Systems,Senior Software Engineer,Married,101210,1,No,2020-01-03,No,2,2,2,1,Mid,101210.0,2020-12-10,3,2,4,3,1,2,3,3,2020,0,8,2.0,3.0,2.0,4.0,1.0,2.4,0.0,0.0,0.0,2.4
93B1-6510,Giraldo,Matyashev,Male,28,No Travel,Technology,30,CA,White,Bachelors,Computer Science,Data Scientist,Single,52930,0,No,2015-02-23,No,7,1,4,2,Junior,52930.0,2022-02-28,3,5,3,1,1,4,5,5,2022,0,10,3.2,3.05,3.375,3.8,0.9,2.865,-0.10000000000000013,1.286579381531857e-17,0.19999999999999998,2.865
9412-7AA6,Edith,Middis,Non-Binary,27,Some Travel,Technology,10,CA,White,Bachelors,Information Systems,Data Scientist,Single,45438,0,No,2015-04-19,No,7,1,5,5,Junior,45438.0,2022-03-27,4,3,4,1,1,2,3,3,2022,0,10,3.3,3.775,4.5,3.1,0.85,3.1049999999999995,-0.4,-0.39999999999999997,-0.4000000000000001,3.1049999999999995
9461-9439,Verne,Heads,Male,21,Some Travel,Technology,24,NY,White,Bachelors,Information Systems,Machine Learning Engineer,Divorced,75816,1,No,2020-11-15,No,2,1,1,0,Junior,75816.0,2022-05-18,5,4,5,2,1,3,4,4,2022,0,10,3.0,5.0,4.0,5.0,1.0,3.6,0.0,0.0,0.0,3.6
9528-AA17,Jaquelin,Kite,Female,48,Some Travel,Technology,30,NY,Black,Bachelors,Information Systems,Software Engineer,Married,72794,1,No,2012-02-14,No,10,4,5,3,Mid,72794.0,2022-04-20,5,5,3,3,3,5,4,3,2022,-1,10,3.5961538461538463,3.6538461538461537,3.25,2.4615384615384617,1.5576923076923077,2.903846153846154,-4.387358231570869e-17,0.27380952380952395,-0.10714285714285718,2.903846153846154
9536-9492,Ingelbert,Kennerley,Male,23,Some Travel,Technology,4,NY,White,Masters,Computer Science,Software Engineer,Divorced,42687,3,Yes,2020-11-21,No,2,2,2,2,Mid,42687.0,2022-01-02,4,2,2,2,1,2,5,4,2022,-1,10,2.0,4.0,2.0,2.0,1.0,2.2,0.0,0.0,0.0,2.2
9591-C955,Kaine,Haukey,Male,24,No Travel,Technology,35,CA,Asian,Bachelors,Information Systems,Software Engineer,Divorced,65838,3,Yes,2018-06-17,No,4,2,2,2,Mid,65838.0,2022-01-10,5,3,2,1,0,3,5,5,2022,0,10,3.6666666666666665,4.666666666666667,3.037037037037037,3.5925925925925926,0.0,2.9925925925925925,0.4999999999999998,-1.187575654052147e-16,0.49999999999999983,2.9925925925925925
95CB-4E31,Pavlov,Pretor,Male,28,No Travel,Technology,4,CA,Asian,Bachelors,Business Studies,Software Engineer,Divorced,57837,2,No,2015-06-30,No,7,3,3,6,Mid,57837.0,2022-06-23,5,2,3,2,1,5,4,4,2022,0,10,3.5,3.575,2.5,3.9,1.125,2.92,-0.4,0.4,0.3,2.92
95D7-1CE9,Ahmed,Sykes,Male,43,Some Travel,Human Resources,29,CA,Asian,Masters,Marketing,HR Business Partner,Married,309964,1,No,2012-01-04,No,10,6,10,8,Senior,309964.0,2022-04-07,4,5,3,3,0,4,4,3,2022,-1,10,3.925925925925926,3.888888888888889,3.740740740740741,2.9074074074074074,0.7407407407407407,3.0407407407407403,0.16666666666666669,0.1333333333333334,-0.13333333333333333,3.0407407407407403
95D8-5DC7,Udall,Dowson,Male,48,Some Travel,Technology,19,CA,Black,Doctorate,Computer Science,Engineering Manager,Divorced,241907,3,No,2014-07-07,No,8,3,3,0,Mid,241907.0,2022-07-20,4,2,4,2,1,3,4,3,2022,-1,10,3.6444444444444444,3.7555555555555555,3.3777777777777778,3.1333333333333333,0.8222222222222222,2.9466666666666668,-0.31428571428571433,-0.05714285714285712,1.8963180203356935e-17,2.9466666666666668
95E0-CCA0,Berti,Laurand,Male,24,Some Travel,Technology,2,NY,Mixed,High School,Business Studies,Software Engineer,Divorced,32313,2,No,2019-07-14,No,3,1,1,2,Junior,32313.0,2022-08-03,5,2,5,1,0,2,3,3,2022,0,10,2.9473684210526314,4.052631578947368,3.4210526315789473,5.0,0.47368421052631576,3.1789473684210523,-2.9999999999999996,-1.9999999999999993,-0.9999999999999997,3.1789473684210523
9624-0464,Lura,Hedin,Female,45,Frequent Traveller,Technology,4,CA,Pacific Islander,Bachelors,Information Systems,Engineering Manager,Divorced,393420,1,No,2019-08-11,No,3,1,1,1,Junior,393420.0,2022-11-04,4,4,5,1,1,3,4,3,2022,-1,10,3.473684210526316,3.526315789473684,3.0526315789473686,4.526315789473684,1.0,3.1157894736842104,1.9999999999999993,-0.9999999999999997,-0.9999999999999997,3.1157894736842104
9658-7750,Ray,Holbie,Female,37,Some Travel,Technology,40,NY,Native American,Masters,Information Systems,Data Scientist,Married,49550,3,No,2014-07-11,No,8,2,8,6,Mid,49550.0,2022-02-01,3,5,4,1,0,5,3,2,2022,-1,10,3.488888888888889,4.088888888888889,4.022222222222222,3.488888888888889,1.3333333333333333,3.284444444444444,0.48571428571428577,0.4000000000000001,-0.057142857142857134,3.284444444444444
9671-222C,Akim,Garfit,Male,20,Some Travel,Technology,38,CA,White,Bachelors,Business Studies,Software Engineer,Divorced,21344,1,No,2020-09-25,No,2,1,2,2,Junior,21344.0,2022-03-26,4,5,5,1,0,5,4,4,2022,0,10,5.0,4.0,5.0,5.0,0.0,3.8,0.0,0.0,0.0,3.8
96F4-896C,Kerwin,Wheadon,Male,43,No Travel,Technology,21,CA,White,Masters,Information Systems,Analytics Manager,Single,280756,0,No,2013-03-05,No,9,8,8,3,Senior,280756.0,2022-04-15,5,4,5,3,2,3,3,2,2022,-1,10,3.0816326530612246,4.551020408163265,4.081632653061225,3.9183673469387754,1.6122448979591837,3.4489795918367347,-0.10714285714285714,-0.10714285714285715,-0.10714285714285715,3.4489795918367347
9723-FED9,Charyl,Bartaletti,Female,24,Some Travel,Technology,4,CA,Black,Bachelors,Business Studies,Data Scientist,Married,41555,1,No,2018-08-16,No,4,4,4,2,Mid,41555.0,2016-07-01,3,4,5,3,0,5,3,3,2016,0,4,4.444444444444445,4.111111111111111,4.333333333333333,4.666666666666667,1.2222222222222223,3.7555555555555555,-6.988925454103805e-17,0.49999999999999983,4.886831086417666e-17,3.7555555555555555
9727-BC84,Murdock,Spaduzza,Male,31,Some Travel,Sales,15,CA,White,Bachelors,Marketing,Sales Executive,Married,187930,3,No,2012-04-07,Yes,3,2,2,0,Mid,187930.0,2022-03-17,5,3,4,2,1,4,5,5,2022,0,10,3.5272727272727273,4.236363636363636,3.4363636363636365,3.4363636363636365,0.8727272727272727,3.101818181818182,-0.1090909090909091,-0.048484848484848464,0.26060606060606056,3.101818181818182
9728-1A5B,Vernen,Rennie,Male,48,Some Travel,Sales,33,NY,Mixed,High School,Marketing,Sales Executive,Divorced,191771,1,No,2012-05-17,No,10,0,10,4,Junior,191771.0,2022-11-13,5,5,3,2,1,5,4,3,2022,-1,10,4.346153846153846,4.269230769230769,3.6153846153846154,2.8076923076923075,1.1346153846153846,3.234615384615384,-0.01190476190476191,-0.03571428571428571,-0.011904761904761911,3.234615384615384
974D-9F8F,Tove,Arnao,Female,21,Frequent Traveller,Sales,40,CA,White,Bachelors,Marketing,Sales Executive,Single,59519,0,No,2021-04-18,No,1,1,1,1,Junior,59519.0,2020-01-13,5,4,4,3,1,5,4,4,2020,0,8,5.0,5.0,4.0,4.0,1.0,3.8,0.0,0.0,0.0,3.8
9756-3EAB,Haley,Veld,Female,22,Some Travel,Technology,21,IL,Black,Bachelors,Computer Science,Software Engineer,Single,27097,0,No,2019-04-28,No,3,3,3,1,Mid,27097.0,2022-11-19,4,3,4,3,0,4,4,4,2022,0,10,4.473684210526316,4.473684210526316,2.526315789473684,3.0526315789473686,0.47368421052631576,2.9999999999999996,0.9999999999999997,-0.9999999999999997,0.0,2.9999999999999996
97F4-0B14,Vernen,Powner,Male,33,Some Travel,Technology,4,NY,Mixed,Masters,Other,Senior Software Engineer,Single,97126,0,No,2012-01-15,No,10,8,10,2,Senior,97126.0,2022-02-14,4,3,5,1,0,3,4,4,2022,0,10,3.4423076923076925,3.4423076923076925,3.326923076923077,3.9615384615384617,1.6153846153846154,3.1576923076923076,-0.05952380952380966,-0.380952380952381,0.22619047619047628,3.1576923076923076
97F7-5710,Jordan,Kuschke,Female,25,Frequent Traveller,Technology,4,CA,Asian,Doctorate,Information Systems,Engineering Manager,Married,199034,0,Yes,2018-12-30,No,4,4,4,4,Mid,199034.0,2022-11-08,3,5,4,2,1,2,4,4,2022,0,10,2.0,3.9473684210526314,4.052631578947368,3.0526315789473686,1.4736842105263157,2.9052631578947365,1.9999999999999993,0.0,0.0,2.9052631578947365
9825-45EF,Godfrey,Reynoollds,Non-Binary,36,No Travel,Sales,31,CA,Mixed,High School,Economics,Sales Representative,Single,56937,0,No,2013-04-17,No,9,5,8,2,Senior,56937.0,2022-08-11,5,2,2,3,0,2,3,3,2022,0,10,3.020408163265306,4.020408163265306,3.020408163265306,3.306122448979592,0.14285714285714285,2.7020408163265306,-0.21428571428571422,-0.21428571428571427,-0.10714285714285711,2.7020408163265306
9862-8904,Loella,Woodrough,Female,23,Some Travel,Technology,33,CA,Mixed,High School,Information Systems,Machine Learning Engineer,Divorced,77798,3,No,2019-07-12,No,3,2,3,0,Mid,77798.0,2022-12-13,4,1,2,3,0,4,4,4,2022,0,10,4.0,3.526315789473684,2.8947368421052633,2.473684210526316,0.47368421052631576,2.6736842105263157,-3.9999999999999987,0.0,0.0,2.6736842105263157
98EE-8547,Lock,Pierson,Male,31,Some Travel,Technology,44,CA,White,Bachelors,Information Systems,Analytics Manager,Married,531629,1,Yes,2020-01-06,Yes,1,0,1,1,Junior,531629.0,2022-01-28,4,3,3,2,0,3,4,4,2022,0,10,3.9814814814814814,4.111111111111111,2.962962962962963,3.5,0.6111111111111112,3.0333333333333328,-0.13333333333333333,0.18333333333333338,4.501870872793279e-18,3.0333333333333328
9900-1159,Kristien,Vedikhov,Female,28,Frequent Traveller,Sales,40,IL,Black,Doctorate,Marketing,Sales Executive,Married,215327,1,No,2014-04-13,No,8,1,6,8,Junior,215327.0,2022-07-10,4,2,4,1,1,5,3,2,2022,-1,10,4.111111111111111,4.133333333333334,2.933333333333333,3.7777777777777777,1.5777777777777777,3.306666666666667,-0.1714285714285714,0.28571428571428575,-0.45714285714285724,3.306666666666667
991F-BAF4,Leonelle,Frost,Non-Binary,33,Some Travel,Technology,4,IL,White,High School,Information Systems,Analytics Manager,Married,350024,1,No,2020-11-04,No,2,1,2,0,Junior,350024.0,2022-07-10,5,3,5,1,1,4,3,2,2022,-1,10,4.0,5.0,3.0,5.0,1.0,3.6,0.0,0.0,0.0,3.6
9937-CDF7,Galvin,Sawley,Male,28,Some Travel,Sales,19,NY,Mixed,High School,Marketing,Sales Representative,Married,56122,0,Yes,2013-03-31,Yes,7,5,5,0,Senior,56122.0,2022-01-09,4,4,4,3,0,4,4,3,2022,-1,10,3.090909090909091,4.0181818181818185,3.290909090909091,3.327272727272727,0.6181818181818182,2.8690909090909087,-0.07272727272727274,-0.006060606060606064,-0.15757575757575762,2.8690909090909087
993B-186B,Lewiss,Janosevic,Male,27,Some Travel,Sales,7,CA,Black,Bachelors,Marketing,Sales Executive,Married,73918,1,No,2015-10-21,No,7,3,4,1,Mid,73918.0,2022-08-28,4,3,5,3,0,5,4,4,2022,0,10,3.875,3.775,4.275,4.0,0.725,3.3300000000000005,-0.5,0.3,-0.09999999999999999,3.3300000000000005
994A-5F84,Vance,Norsworthy,Male,25,Some Travel,Sales,44,CA,White,No Formal Qualifications,Technical Degree,Sales Representative,Single,37461,0,No,2018-04-23,No,4,3,4,3,Mid,37461.0,2022-09-23,5,3,3,3,3,3,4,3,2022,-1,10,3.962962962962963,4.666666666666667,2.7037037037037037,2.7037037037037037,2.074074074074074,3.2222222222222223,0.49999999999999983,-0.4999999999999999,-4.886831086417666e-17,3.2222222222222223
9A87-71F6,Kathye,Malia,Non-Binary,40,Frequent Traveller,Technology,7,IL,Mixed,Bachelors,Computer Science,Software Engineer,Married,95808,2,No,2014-12-21,No,8,8,8,2,Senior,95808.0,2020-07-08,3,4,4,2,0,2,4,3,2020,-1,8,3.272727272727273,3.242424242424242,3.8181818181818183,3.3636363636363638,0.3333333333333333,2.806060606060606,-0.028571428571428654,-0.11428571428571428,0.1428571428571429,2.806060606060606
9A9B-630B,Nikolaus,Grimmer,Prefer Not To Say,23,Some Travel,Technology,25,IL,White,Masters,Information Systems,Machine Learning Engineer,Married,57285,0,No,2020-02-13,No,2,2,2,0,Mid,57285.0,2022-04-25,1,2,2,2,1,4,5,4,2022,-1,10,4.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0
9AAB-DCD0,Staci,Leith,Female,28,Some Travel,Technology,14,IL,White,High School,Business Studies,Software Engineer,Divorced,105984,2,Yes,2012-02-04,No,10,7,9,10,Senior,105984.0,2022-03-27,4,5,5,1,0,5,5,4,2022,-1,10,4.1923076923076925,4.25,4.0,3.4423076923076925,0.19230769230769232,3.215384615384616,0.0,0.23809523809523822,0.1666666666666667,3.215384615384616
9AAD-D3C1,Annie,Jablonski,Female,45,Some Travel,Sales,43,CA,Black,High School,Other,Sales Executive,Divorced,106610,1,Yes,2012-05-03,No,10,0,7,5,Junior,106610.0,2022-06-23,5,5,5,3,1,2,4,3,2022,-1,10,2.480769230769231,3.8653846153846154,3.019230769230769,3.480769230769231,0.7115384615384616,2.7115384615384617,0.1785714285714286,-0.3333333333333334,0.04761904761904763,2.7115384615384617
9BC9-1288,Adelheid,Battersby,Female,27,Some Travel,Sales,4,CA,Black,No Formal Qualifications,Economics,Sales Executive,Married,45046,2,Yes,2015-04-03,No,7,6,7,0,Senior,45046.0,2022-07-09,4,2,3,2,0,2,4,3,2022,-1,10,3.05,4.0,3.425,3.125,0.825,2.885,-0.7000000000000002,-0.6000000000000001,-0.09999999999999996,2.885
9BD6-2C43,Wallas,Crinage,Non-Binary,27,No Travel,Sales,2,CA,Black,Bachelors,Other,Sales Executive,Divorced,92022,1,No,2015-01-06,No,7,7,7,0,Senior,92022.0,2017-05-06,4,5,4,1,1,2,5,5,2017,0,5,2.933333333333333,4.0,3.7333333333333334,3.4,1.4,3.0933333333333337,-0.09999999999999999,-0.4,0.7000000000000002,3.0933333333333337
9BE8-2C44,Bail,Elsworth,Male,25,Frequent Traveller,Sales,42,IL,Black,Bachelors,Marketing,Sales Executive,Married,72758,2,No,2018-01-12,No,4,3,3,3,Mid,72758.0,2022-06-23,3,2,2,1,2,3,4,3,2022,-1,10,3.962962962962963,3.074074074074074,2.6666666666666665,2.5925925925925926,2.0,2.8592592592592587,-1.187575654052147e-16,-0.4999999999999999,-4.886831086417666e-17,2.8592592592592587
9C24-CD7A,Yoshiko,Abrahart,Female,45,Some Travel,Technology,13,CA,White,High School,Other,Analytics Manager,Single,349793,0,No,2014-07-10,No,8,0,8,6,Junior,349793.0,2022-05-24,3,2,2,1,0,4,5,4,2022,-1,10,3.1555555555555554,3.688888888888889,2.577777777777778,3.2666666666666666,0.37777777777777777,2.6133333333333337,-0.2285714285714286,-0.02857142857142861,-0.14285714285714285,2.6133333333333337
9C27-3F5C,Kinna,Krzyzowski,Female,24,Some Travel,Technology,20,CA,White,No Formal Qualifications,Computer Science,Software Engineer,Divorced,32930,2,Yes,2019-09-24,No,3,3,3,0,Mid,32930.0,2015-05-30,3,5,2,2,2,5,5,5,2015,0,3,4.6,3.8,5.0,3.2,1.2,3.5599999999999996,0.0,0.9999999999999997,0.0,3.5599999999999996
9C57-828C,Stearn,Bever,Male,31,Some Travel,Technology,39,IL,Native American,Bachelors,Computer Science,Senior Software Engineer,Single,242890,0,No,2013-07-11,No,9,3,3,9,Mid,242890.0,2022-03-18,5,3,5,3,1,4,3,3,2022,0,10,3.5510204081632653,4.326530612244898,3.6122448979591835,4.26530612244898,0.7346938775510204,3.29795918367347,-0.17857142857142852,-0.035714285714285726,-0.07142857142857142,3.29795918367347
9C6C-E5CE,Damon,Nice,Non-Binary,23,Frequent Traveller,Technology,15,CA,Asian,Bachelors,Information Systems,Data Scientist,Single,29890,0,No,2017-07-24,No,5,0,1,1,Junior,29890.0,2020-05-04,4,3,5,1,2,5,4,4,2020,0,8,4.666666666666667,4.0,3.380952380952381,3.142857142857143,1.0952380952380953,3.2571428571428576,0.49999999999999983,6.988925454103805e-17,-6.988925454103805e-17,3.2571428571428576
9C71-34AE,Yvor,Walaron,Non-Binary,40,Some Travel,Technology,44,CA,White,High School,Computer Science,Software Engineer,Single,69119,0,No,2012-02-15,No,10,8,10,5,Senior,69119.0,2022-12-17,4,2,2,3,1,2,3,3,2022,0,10,2.6153846153846154,4.288461538461538,3.173076923076923,2.326923076923077,1.3269230769230769,2.746153846153846,-0.09523809523809526,-0.16666666666666674,-0.07142857142857142,2.746153846153846
9C71-61AE,Lonnard,Wrathmell,Male,18,Some Travel,Technology,32,NY,White,No Formal Qualifications,Computer Science,Machine Learning Engineer,Single,50660,1,Yes,2022-04-17,Yes,0,0,0,0,Junior,50660.0,2022-01-21,3,4,5,2,2,5,5,4,2022,-1,10,3.5925925925925926,3.5185185185185186,3.6296296296296298,3.814814814814815,1.3333333333333333,3.177777777777778,-0.03333333333333333,0.3333333333333333,0.03333333333333333,3.177777777777778
